#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         lina-combo-v1        -          cm        1       56     2831     2779      -    no    1 0.75   0.1   55.3   0.00021 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_JAAMQM010000014.1 -         lina-combo-v1        -          cm        1       56   140103   140165      +    no    1 0.57   0.0   44.4     0.062 !   Pseudomonas capeferrum strain 20A1 NODE_14_length_183365_cov_52.135927, whole genome shotgun sequence
MGVE01000012.1       -         lina-combo-v1        -          cm        1       56    21939    21892      -    no    1 0.62   0.0   44.4     0.063 !   Elusimicrobia bacterium RIFOXYA2_FULL_47_53 rifoxya2_full_scaffold_344, whole genome shotgun sequence
NZ_JADMXW010000013.1 -         lina-combo-v1        -          cm        1       56    37235    37181      -    no    1 0.65   0.0   44.4     0.063 !   Serratia marcescens strain 1001295B_180824_A7 NODE_13_length_164433_cov_23.8572, whole genome shotgun sequence
NZ_QJJK01000007.1    -         lina-combo-v1        -          cm        1       56   265568   265514      -    no    1 0.73   0.2   44.4     0.063 !   Chelatococcus asaccharovorans strain DSM 6462 Ga0215681_107, whole genome shotgun sequence
NZ_CP023667.1        -         lina-combo-v1        -          cm        1       56  1242416  1242352      -    no    1 0.55   0.0   44.3     0.064 !   Alcaligenes faecalis strain DSM 30030 chromosome, complete genome
NZ_CP031747.1        -         lina-combo-v1        -          cm        1       56  3515867  3515931      +    no    1 0.55   0.0   44.3     0.064 !   Alcaligenes faecalis strain AU14 chromosome
VGKN01000071.1       -         lina-combo-v1        -          cm        1       56     3792     3840      +    no    1 0.57   0.0   44.3     0.065 !   Candidatus Omnitrophica bacterium isolate K_DeepCast_250m_m2_062 K_DeepCast_250m_m2_062_Ga0194125_10021873, whole genome shotgun sequence
NCFZ01000038.1       -         lina-combo-v1        -          cm        1       56    25840    25784      -    no    1 0.70   0.1   44.3     0.065 !   Burkholderiales bacterium 28-67-8 04302015_28_scaffold_831, whole genome shotgun sequence
MEYC01000090.1       -         lina-combo-v1        -          cm        1       56    53321    53260      -    no    1 0.68   0.0   44.3     0.065 !   Candidatus Aminicenantes bacterium RBG_16_66_30 RBG_16_scaffold_4649, whole genome shotgun sequence
PMLC01000080.1       -         lina-combo-v1        -          cm        1       56     6080     6025      -    no    1 0.71   0.0   44.3     0.065 !   Acidobacteria bacterium isolate fen_297 73.20120600_E1D.18_contig_75380, whole genome shotgun sequence
CABIKM010000007.1    -         lina-combo-v1        -          cm        1       56     2699     2641      -    no    1 0.64   0.0   44.3     0.066 !   Candidatus Methylomirabilis sp. lanth genome assembly, contig: CONTIG000007, whole genome shotgun sequence
NZ_JAACJE010000001.1 -         lina-combo-v1        -          cm        1       56  2526870  2526923      +    no    1 0.76   0.1   44.3     0.066 !   Acidovorax sp. 210-6 XA01_DEHP_1_000000F_arrow, whole genome shotgun sequence
NZ_ARQE01000001.1    -         lina-combo-v1        -          cm        1       56   202822   202876      +    no    1 0.76   0.2   44.3     0.067 !   Aureimonas ureilytica DSM 18598 = NBRC 106430 strain DSM 18598 B146DRAFT_scaffold_0.1_C, whole genome shotgun sequence
NZ_MVAD01000001.1    -         lina-combo-v1        -          cm        1       56   188614   188562      -    no    1 0.75   0.1   44.3     0.067 !   Massilia sp. KIM NODE_1_length_3374390_cov_141.183_ID_1041, whole genome shotgun sequence
JAFJYB010000008.1    -         lina-combo-v1        -          cm        1       56    51016    51071      +    no    1 0.61   0.0   44.2     0.067 !   Candidatus Symbiopectobacterium endolongispinus isolate SYM 10, whole genome shotgun sequence
NZ_PEHF01000081.1    -         lina-combo-v1        -          cm        1       56    36171    36116      -    no    1 0.61   0.0   44.2     0.067 !   Candidatus Symbiopectobacterium sp. 'North America' n4_c_1.7, whole genome shotgun sequence
NZ_JAHBRW010000001.1 -         lina-combo-v1        -          cm        1       56  1006852  1006797      -    no    1 0.71   0.0   44.2     0.067 !   Chelatococcus sp. YT9 YT9_1, whole genome shotgun sequence
NZ_CP028843.1        -         lina-combo-v1        -          cm        1       56  4770243  4770299      +    no    1 0.67   0.0   44.2     0.068 !   Methylobacterium currus strain PR1016A chromosome 1
NZ_MRST01000027.1    -         lina-combo-v1        -          cm        1       56   258990   259052      +    no    1 0.59   0.0   44.2     0.068 !   Pseudomonas fluorescens strain EK007-RG4 NODE_1_length_911971_cov_72.8025_ID_1, whole genome shotgun sequence
NZ_FNJA01000004.1    -         lina-combo-v1        -          cm        1       56   202137   202192      +    no    1 0.62   0.0   44.2     0.069 !   Albidiferax sp. OV413, whole genome shotgun sequence
NZ_LMIJ01000008.1    -         lina-combo-v1        -          cm        1       56   206446   206499      +    no    1 0.69   0.0   44.2     0.069 !   Acidovorax sp. Root219 contig_16, whole genome shotgun sequence
JAHIKK010000049.1    -         lina-combo-v1        -          cm        1       56     5769     5713      -    no    1 0.46   0.0   44.2     0.069 !   MAG: Candidatus Omnitrophica bacterium isolate KR13_N1.mb.50 KR13_N1.mb.50_k141_100934, whole genome shotgun sequence
NZ_CP031395.1        -         lina-combo-v1        -          cm        1       56   477503   477452      -    no    1 0.77   0.2   44.2     0.069 !   Hylemonella gracilis strain NS1 chromosome
JAAYEC010000045.1    -         lina-combo-v1        -          cm        1       56    20825    20879      +    no    1 0.67   0.0   44.2      0.07 !   Deltaproteobacteria bacterium isolate AS06rmzACSIP_61 394715_AS06, whole genome shotgun sequence
NZ_NETK01000001.1    -         lina-combo-v1        -          cm        1       56  6613454  6613504      +    no    1 0.69   0.0   44.2      0.07 !   Nannocystis exedens strain DSM 71 utg0, whole genome shotgun sequence
NZ_JABFCS010000001.1 -         lina-combo-v1        -          cm        1       56  2422410  2422359      -    no    1 0.75   0.0   44.1     0.071 !   Ramlibacter sp. B156 1, whole genome shotgun sequence
JAGPKU010000032.1    -         lina-combo-v1        -          cm        1       56    16341    16390      +    no    1 0.64   0.0   44.1     0.071 !   Syntrophobacterales bacterium isolate Gw_SlDig_bin_8 Gw_SlDig_3553_length_23258_cov_48.071463, whole genome shotgun sequence
JADJKB010000021.1    -         lina-combo-v1        -          cm        1       56  1078223  1078272      +    no    1 0.78   0.2   44.1     0.071 !   Myxococcales bacterium isolate EsbE_18-Q3-R3-47_BAT3C.181 tig00174928-10-14073860, whole genome shotgun sequence
DIWM01000027.1       -         lina-combo-v1        -          cm        1       56     8556     8495      -    no    1 0.61   0.0   44.1     0.071 !   TPA_asm: Deltaproteobacteria bacterium UBA6106 UBA6106_contig_16546, whole genome shotgun sequence
NZ_LKEH01000026.1    -         lina-combo-v1        -          cm        1       56   153248   153310      +    no    1 0.63   0.0   44.1     0.071 !   Pseudomonas viridiflava strain ICMP 2848 scaffold3, whole genome shotgun sequence
NZ_CP052860.1        -         lina-combo-v1        -          cm        1       56  7127370  7127432      +    no    1 0.59   0.0   44.1     0.072 !   Pseudomonas sp. ADAK13 chromosome, complete genome
NZ_LKCA01000012.1    -         lina-combo-v1        -          cm        1       56   230271   230210      -    no    1 0.63   0.0   44.1     0.072 !   Pseudomonas viridiflava strain ICMP 8820 scaffold2, whole genome shotgun sequence
NZ_NEVL01000003.1    -         lina-combo-v1        -          cm        1       56  1591891  1591834      -    no    1 0.67   0.0   44.1     0.072 !   Bordetella genomosp. 1 strain AU17610 NODE_5_length_449437_cov_23.4316_ID_9, whole genome shotgun sequence
MGUK01000064.1       -         lina-combo-v1        -          cm        1       56     6236     6281      +    no    1 0.67   0.0   44.1     0.072 !   Elusimicrobia bacterium GWF2_62_30 gwf2_scaffold_4153, whole genome shotgun sequence
JAFLEG010000175.1    -         lina-combo-v1        -          cm        1       56     2326     2273      -    no    1 0.69   0.0   44.1     0.072 !   Verrucomicrobia bacterium isolate UWPOB_VERRUCO1 gnl_X_JEIBJCKH_175, whole genome shotgun sequence
DCUS01000218.1       -         lina-combo-v1        -          cm        1       56    11912    11973      +    no    1 0.47   0.0   44.1     0.072 !   TPA_asm: Syntrophaceae bacterium UBA2208 UBA2208_contig_7261, whole genome shotgun sequence
NZ_CP013002.1        -         lina-combo-v1        -          cm        1       56  1505306  1505359      +    no    1 0.67   0.1   44.1     0.072 !   Caulobacter henricii strain CB4 chromosome, complete genome
JAFGIY010000074.1    -         lina-combo-v1        -          cm        1       56    45950    45897      -    no    1 0.69   0.0   44.1     0.073 !   Acidobacteria bacterium isolate Zod_Metabat.240 k87_3554850, whole genome shotgun sequence
NZ_VSSS01000078.1    -         lina-combo-v1        -          cm        1       56     2379     2327      -    no    1 0.66   0.0   44.1     0.073 !   Bradyrhizobium rifense strain CTAW71 CTAW71_S1_R1__contig_79, whole genome shotgun sequence
NZ_PPSM01000016.1    -         lina-combo-v1        -          cm        1       56     7721     7771      +    no    1 0.73   0.0   44.1     0.073 !   Novosphingobium sp. HII-3 NODE_21_length_54157_cov_58.3755_ID_41, whole genome shotgun sequence
NZ_CAJFCN010000004.1 -         lina-combo-v1        -          cm        1       56   435013   434951      -    no    1 0.57   0.0   44.1     0.074 !   Pseudomonas sp. V5/DAB/2/5, whole genome shotgun sequence
NZ_KB850112.1        -         lina-combo-v1        -          cm        1       56   115486   115536      +    no    1 0.53   0.0   44.0     0.075 !   Acinetobacter variabilis strain NIPH 2171 acLsq-supercont1.2, whole genome shotgun sequence
MGTV01000008.1       -         lina-combo-v1        -          cm        1       56    17092    17138      +    no    1 0.68   0.0   44.0     0.075 !   Elusimicrobia bacterium GWA2_62_23 gwa2_scaffold_118, whole genome shotgun sequence
MKVB01000001.1       -         lina-combo-v1        -          cm        1       56  1401524  1401577      +    no    1 0.72   0.0   44.0     0.075 !   MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_127, whole genome shotgun sequence
NZ_LMKH01000008.1    -         lina-combo-v1        -          cm        1       56     5032     5083      +    no    1 0.63   0.0   44.0     0.075 !   Sphingomonas sp. Leaf208 contig_16, whole genome shotgun sequence
NZ_JACFOY010000001.1 -         lina-combo-v1        -          cm        1       56   732750   732697      -    no    1 0.59   0.0   44.0     0.076 !   Bartonella sp. M0177 NODE_1_length_2484016_cov_230.182052, whole genome shotgun sequence
JAHDRN010000007.1    -         lina-combo-v1        -          cm        1       56     3557     3613      +    no    1 0.39   0.0   44.0     0.076 !   Elusimicrobia bacterium isolate SV1-B7.2 k141_66277, whole genome shotgun sequence
VGRY01000056.1       -         lina-combo-v1        -          cm        1       56    21488    21551      +    no    1 0.48   0.0   44.0     0.077 !   Deltaproteobacteria bacterium isolate K_DeepCast_100m_mx_276 K_DeepCast_100m_mx_276_Ga0194127_10001916, whole genome shotgun sequence
MGUI01000046.1       -         lina-combo-v1        -          cm        1       56    30501    30455      -    no    1 0.68   0.0   44.0     0.077 !   Elusimicrobia bacterium GWD2_63_28 gwd2_scaffold_421, whole genome shotgun sequence
JAEUIC010000039.1    -         lina-combo-v1        -          cm        1       56    69039    68988      -    no    1 0.71   0.0   44.0     0.077 !   Planctomycetes bacterium isolate new MAG-33 k141_410223, whole genome shotgun sequence
PHBK01000019.1       -         lina-combo-v1        -          cm        1       56    71689    71741      +    no    1 0.51   0.0   44.0     0.077 !   Deltaproteobacteria bacterium HGW-Deltaproteobacteria-12 bjp_ig2069_scaffold_247, whole genome shotgun sequence
JAAYVF010000008.1    -         lina-combo-v1        -          cm        1       56    98751    98695      -    no    1 0.67   0.0   44.0     0.077 !   Myxococcales bacterium isolate AS27yjCOA_30 12338_AS27, whole genome shotgun sequence
NC_018708.1          -         lina-combo-v1        -          cm        1       56  4210757  4210704      -    no    1 0.78   1.1   44.0     0.077 !   Acidovorax sp. KKS102, complete sequence
NZ_CABVHY010000024.1 -         lina-combo-v1        -          cm        1       56    55594    55535      -    no    1 0.65   0.0   44.0     0.078 !   Pseudomonas fluorescens isolate PS723, whole genome shotgun sequence
NZ_MDDS01000010.1    -         lina-combo-v1        -          cm        1       56    33090    33141      +    no    1 0.75   0.1   44.0     0.078 !   Sphingomonas turrisvirgatae strain MCT13 MCT13_NODE_17_length_79247_cov_33.7165_ID_1857, whole genome shotgun sequence
MVQN01000112.1       -         lina-combo-v1        -          cm        1       56    11105    11050      -    no    1 0.57   0.0   43.9     0.079 !   MAG: Syntrophorhabdus sp. PtaB.Bin006 A4E58_contig000112, whole genome shotgun sequence
DCVI01000207.1       -         lina-combo-v1        -          cm        1       56    44770    44713      -    no    1 0.57   0.0   43.9      0.08 !   TPA_asm: Syntrophaceae bacterium UBA2192 UBA2192_contig_7570, whole genome shotgun sequence
NZ_BBJS01000036.1    -         lina-combo-v1        -          cm        1       56    98271    98216      -    no    1 0.59   0.0   43.9     0.081 !   Sphingomonas paucimobilis NBRC 13935, whole genome shotgun sequence
DFYR01000073.1       -         lina-combo-v1        -          cm        1       56     2670     2621      -    no    1 0.60   0.0   43.9     0.081 !   TPA_asm: Spirochaetaceae bacterium UBA4077 UBA4077_contig_31578, whole genome shotgun sequence
NC_015138.1          -         lina-combo-v1        -          cm        1       56  4962505  4962555      +    no    1 0.69   0.0   43.9     0.081 !   Acidovorax avenae subsp. avenae ATCC 19860, complete sequence
