#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_LHNW01000001.1    -         nhaA-I               RF03057    cm        1       55     9004     9072      +    no    1 0.61   0.0   10.4   5.7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_1, whole genome shotgun sequence
NZ_LHLX01000011.1    -         nhaA-I               RF03057    cm        1       55     9036     9104      +    no    1 0.61   0.0   10.4   5.7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_11, whole genome shotgun sequence
NZ_LHLF01000020.1    -         nhaA-I               RF03057    cm        1       55     9004     9072      +    no    1 0.61   0.0   10.4   5.7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_20, whole genome shotgun sequence
NZ_LHMA01000007.1    -         nhaA-I               RF03057    cm        1       55     9004     9072      +    no    1 0.61   0.0   10.4   5.7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_7, whole genome shotgun sequence
NZ_ACEQ02000010.1    -         nhaA-I               RF03057    cm        1       55    35571    35625      +    no    1 0.64   0.1   10.4   5.7e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont9.1, whole genome shotgun sequence
NZ_MRVD01000002.1    -         nhaA-I               RF03057    cm       37       54   188477   188461      -    no    1 1.00   1.6   10.4   5.7e+03 ?   Ensifer adhaerens strain X097 Scaffold2, whole genome shotgun sequence
NZ_JAHEAH010000008.1 -         nhaA-I               RF03057    cm        1       55   133911   133829      -    no    1 0.59   0.0   10.4   5.7e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_8_length_201089_cov_27.670201, whole genome shotgun sequence
NZ_ACEQ02000008.1    -         nhaA-I               RF03057    cm       37       54    45092    45074      -    no    1 0.79   0.0   10.4   5.7e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont7.1, whole genome shotgun sequence
NZ_CDMV01000015.1    -         nhaA-I               RF03057    cm        1       55    39211    39170      -    no    1 0.55   0.0   10.4   5.7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_QROA01000024.1    -         nhaA-I               RF03057    cm        1       55    35261    35225      -    no    1 0.51   0.0   10.4   5.8e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf24, whole genome shotgun sequence
NZ_UTDA01000052.1    -         nhaA-I               RF03057    cm        1       42       40        1      -    3'    3 0.65   0.0   10.4   5.8e+03 ?   Pseudomonas viridiflava isolate p12.A2, whole genome shotgun sequence
NZ_JAOA01000006.1    -         nhaA-I               RF03057    cm       38       53    72549    72534      -    no    1 1.00   1.0   10.4   5.8e+03 ?   Mycobacterium kansasii 662 gmk662.contig.5, whole genome shotgun sequence
NZ_JAALFR010000051.1 -         nhaA-I               RF03057    cm       36       55      206      188      -    no    1 0.79   0.0   10.4   5.8e+03 ?   Pantoea anthophila strain EKM101A Pseudomonas_EKM101A_gdna101198_scaffold54, whole genome shotgun sequence
NZ_JAALFQ010000055.1 -         nhaA-I               RF03057    cm       36       55      206      188      -    no    1 0.79   0.0   10.4   5.8e+03 ?   Pantoea sp. EKM103V 101214_scaffold55, whole genome shotgun sequence
NZ_CABVLX010000003.1 -         nhaA-I               RF03057    cm        1       55   121141   121050      -    no    1 0.60   0.0   10.4   5.9e+03 ?   Desulfovibrio diazotrophicus isolate Dwuxii, whole genome shotgun sequence
NZ_VKWI01001417.1    -         nhaA-I               RF03057    cm       39       52       19       32      +    no    2 0.93   0.0   10.4   5.9e+03 ?   Klebsiella pneumoniae strain AS012347 AS012347_1417, whole genome shotgun sequence
NZ_MQYM01000003.1    -         nhaA-I               RF03057    cm        1       55      227      248      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2011 contig3, whole genome shotgun sequence
NZ_MQZC01000002.1    -         nhaA-I               RF03057    cm        1       55      228      207      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain GC_2013_STM1 contig2, whole genome shotgun sequence
NZ_VLGS01000402.1    -         nhaA-I               RF03057    cm        1       55      149      170      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AS012683 AS012683_403, whole genome shotgun sequence
NZ_MQYU01000098.1    -         nhaA-I               RF03057    cm        1       55      157      178      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2013 contig98, whole genome shotgun sequence
NZ_VLGS01000402.1    -         nhaA-I               RF03057    cm        1       55       36       57      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AS012683 AS012683_403, whole genome shotgun sequence
NZ_MQWR01000002.1    -         nhaA-I               RF03057    cm        1       55      227      248      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2011 contig2, whole genome shotgun sequence
NZ_MQWR01000053.1    -         nhaA-I               RF03057    cm        1       55      226      205      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2011 contig53, whole genome shotgun sequence
NZ_MQYF01000004.1    -         nhaA-I               RF03057    cm        1       55      190      211      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2005_STM1 contig4, whole genome shotgun sequence
NZ_MQYT01000097.1    -         nhaA-I               RF03057    cm        1       55      226      205      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2012_STM2 contig97, whole genome shotgun sequence
NZ_MQYN01000010.1    -         nhaA-I               RF03057    cm        1       55       77       56      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2012 contig10, whole genome shotgun sequence
NZ_MQYN01000010.1    -         nhaA-I               RF03057    cm        1       55      416      395      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2012 contig10, whole genome shotgun sequence
NZ_MQZU01000001.1    -         nhaA-I               RF03057    cm        1       55      227      248      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain SanG_2012 contig1, whole genome shotgun sequence
NZ_MQYU01000023.1    -         nhaA-I               RF03057    cm        1       55       71       50      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2013 contig23, whole genome shotgun sequence
NZ_MQYU01000023.1    -         nhaA-I               RF03057    cm        1       55      297      276      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2013 contig23, whole genome shotgun sequence
NZ_MQZO01000004.1    -         nhaA-I               RF03057    cm        1       55      129      150      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain BB_2010 contig4, whole genome shotgun sequence
NZ_MQZQ01000047.1    -         nhaA-I               RF03057    cm        1       55      112       91      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain BB_2012 contig47, whole genome shotgun sequence
NZ_MQZV01000002.1    -         nhaA-I               RF03057    cm        1       55      129      150      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain SanG_2013 contig2, whole genome shotgun sequence
NZ_MQXC01000005.1    -         nhaA-I               RF03057    cm        1       55      225      204      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2007 contig5, whole genome shotgun sequence
NZ_MQXD01000002.1    -         nhaA-I               RF03057    cm        1       55      227      248      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2008 contig2, whole genome shotgun sequence
NZ_MQWZ01000001.1    -         nhaA-I               RF03057    cm        1       55      226      205      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2005 contig1, whole genome shotgun sequence
NZ_MQYM01000047.1    -         nhaA-I               RF03057    cm        1       55      226      205      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2011 contig47, whole genome shotgun sequence
NZ_MQWQ01000005.1    -         nhaA-I               RF03057    cm        1       55       77       56      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2010 contig5, whole genome shotgun sequence
NZ_MQXA01000072.1    -         nhaA-I               RF03057    cm        1       55       71       50      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2006_STM1 contig72, whole genome shotgun sequence
NZ_MQXA01000072.1    -         nhaA-I               RF03057    cm        1       55      184      163      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2006_STM1 contig72, whole genome shotgun sequence
NZ_MQYR01000001.1    -         nhaA-I               RF03057    cm        1       55      226      205      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2011 contig1, whole genome shotgun sequence
NZ_MQYR01000009.1    -         nhaA-I               RF03057    cm        1       55      227      248      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2011 contig9, whole genome shotgun sequence
NZ_WKLG01000104.1    -         nhaA-I               RF03057    cm        1       55      171      192      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain STN-MAK7 NODE_104_length_282_cov_21.567742, whole genome shotgun sequence
NZ_MQWR01000002.1    -         nhaA-I               RF03057    cm        1       55      114      135      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2011 contig2, whole genome shotgun sequence
NZ_MQYT01000097.1    -         nhaA-I               RF03057    cm        1       55      339      318      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2012_STM2 contig97, whole genome shotgun sequence
NZ_MQZU01000001.1    -         nhaA-I               RF03057    cm        1       55      114      135      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain SanG_2012 contig1, whole genome shotgun sequence
NZ_MQYU01000098.1    -         nhaA-I               RF03057    cm        1       55      383      404      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2013 contig98, whole genome shotgun sequence
NZ_MQZO01000004.1    -         nhaA-I               RF03057    cm        1       55      355      376      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain BB_2010 contig4, whole genome shotgun sequence
NZ_MQXC01000005.1    -         nhaA-I               RF03057    cm        1       55      338      317      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2007 contig5, whole genome shotgun sequence
NZ_MQXC01000005.1    -         nhaA-I               RF03057    cm        1       55      451      430      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2007 contig5, whole genome shotgun sequence
NZ_MQXD01000002.1    -         nhaA-I               RF03057    cm        1       55      114      135      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2008 contig2, whole genome shotgun sequence
NZ_MQXE01000002.1    -         nhaA-I               RF03057    cm        1       55      184      163      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2010 contig2, whole genome shotgun sequence
NZ_MQXE01000123.1    -         nhaA-I               RF03057    cm        1       55      112       91      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2010 contig123, whole genome shotgun sequence
NZ_MQYM01000003.1    -         nhaA-I               RF03057    cm        1       55      114      135      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain Fma_2011 contig3, whole genome shotgun sequence
NZ_MQWQ01000005.1    -         nhaA-I               RF03057    cm        1       55      190      169      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2010 contig5, whole genome shotgun sequence
NZ_MQXA01000072.1    -         nhaA-I               RF03057    cm        1       55      410      389      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2006_STM1 contig72, whole genome shotgun sequence
NZ_MQXA01000072.1    -         nhaA-I               RF03057    cm        1       55      636      615      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2006_STM1 contig72, whole genome shotgun sequence
NZ_MQYR01000009.1    -         nhaA-I               RF03057    cm        1       55      114      135      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2011 contig9, whole genome shotgun sequence
NZ_MQWR01000053.1    -         nhaA-I               RF03057    cm        1       55      113       92      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain ZC_2011 contig53, whole genome shotgun sequence
NZ_MQYT01000097.1    -         nhaA-I               RF03057    cm        1       55      113       92      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2012_STM2 contig97, whole genome shotgun sequence
NZ_MQYU01000023.1    -         nhaA-I               RF03057    cm        1       55      184      163      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain AV_2013 contig23, whole genome shotgun sequence
NZ_MQZO01000004.1    -         nhaA-I               RF03057    cm        1       55      242      263      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain BB_2010 contig4, whole genome shotgun sequence
NZ_MQZQ01000047.1    -         nhaA-I               RF03057    cm        1       55      225      204      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain BB_2012 contig47, whole genome shotgun sequence
NZ_MQZV01000002.1    -         nhaA-I               RF03057    cm        1       55      242      263      +    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain SanG_2013 contig2, whole genome shotgun sequence
NZ_MQXE01000002.1    -         nhaA-I               RF03057    cm        1       55      297      276      -    no    1 0.73   0.0   10.3     6e+03 ?   Stenotrophomonas maltophilia strain CV_2010 contig2, whole genome shotgun sequence
